feature,importance
char_ w,0.0003792185
char_hi,0.0003774956
char_us,0.00037732383
pos_nnp nnp cd,0.00037667085
pos_nnp jj nnp nnp,0.0003766449
char_k ,0.00037477387
char_ad,0.00037419278
char_ve,0.00037401135
char_ic ,0.00037008658
char_ is ,0.00036963398
pos_cc jj jj,0.00036707614
char_ui,0.00036619988
char_ns ,0.00036487821
pos_nn cc vb,0.00036454128
pos_nnp nnp nn nn nnp,0.00035587052
char_rs ,0.00035420238
pos_cc nn nn,0.00035412217
pos_nnp nnp in,0.00035081577
char_man,0.00034778874
pos_nn jj nnp nnp nnp,0.00034660514
pos_jj nn jj,0.00034338734
char_hat ,0.00033943748
pos_jj nn vbz,0.0003391299
pos_dt nn in nn,0.0003380483
pos_vb dt jj nn,0.00033790115
char_s ,0.00033712052
char_ty,0.0003292257
pos_nnp nnp nnp nn jj,0.00032885672
pos_nnp nnp vbz,0.00032218275
pos_nnp nnp nnp nn in,0.00032058475
pos_nn nn nn cc,0.000318536
char_ai,0.00031710244
pos_jj nn rb,0.00031668544
char_der,0.00031567033
char_rm,0.0003152368
char_ol,0.00031513753
pos_dt jj nnp,0.00031399765
char_ons,0.00031365425
pos_nnp nnp nnp dt,0.00030915064
char_ion,0.00030376675
char_lu,0.00030270728
char_ith ,0.00029747508
pos_nns in jj nns,0.00029675534
char_wa,0.00029670016
char_cal,0.00029238217
pos_nn cc nn in,0.00029234975
pos_nnp nn jj nn,0.00029143423
pos_nn nnp nnp nnp nnp,0.00028613358
char_ig,0.00028427364
pos_jj in dt,0.00027463198
pos_prp vbp dt,0.00027424257
pos_in nnp nn,0.00026231937
pos_nnp nnp nnp jj,0.00026212726
pos_nn in dt jj nn,0.0002615447
char_ent,0.0002604126
char_res,0.00025686852
pos_nn vbz in,0.00025554578
char_e f,0.00025361773
char_n t,0.0002534375
pos_nnp nn vbz,0.00025101396
pos_nn in nns,0.00024108122
char_ere,0.00023777252
pos_nnp nnp nnp nns,0.00023673224
pos_nn cc jj,0.0002334047
char_his,0.00022791652
pos_vb jj nnp,0.00022713843
pos_jj nn nn nnp,0.00022185114
char_pt,0.00021546299
pos_nnp nn jj nnp,0.00021260904
pos_vbp jj nns,0.00020884954
pos_jj nn jj nn,0.00020857452
pos_in dt jj nn nn,0.00020595055
pos_nnp in jj,0.00019951089
char_sa,0.00019558282
char_ r,0.00018927398
char_era,0.000178836
char_ove,0.00016965096
pos_nns cc nn,0.0001666229
pos_vbg nn nn,0.0001604098
char_ent ,0.0001525464
char_ y,0.00015048137
char_ in ,0.00013812484
pos_nnp jj jj,0.00013701506
pos_nn nnp nnp nn,0.00013200138
char_ty ,0.00012883096
pos_nnp nnp nnp nnp in,0.000117465235
pos_cd nn nn,0.0001093812
pos_nn jj nnp nnp,0.00010686531
pos_vb dt nn in,9.707631e-05
pos_in jj jj,8.258572e-05
pos_nnp cc nnp nnp nnp,7.0734925e-05
pos_nns in nnp nnp,7.000733e-05
pos_vb dt nn,6.258163e-05
pos_nns nn jj,4.9601982e-05
char_ue,4.324524e-05
pos_nns in nnp,3.2375094e-05
pos_nn in dt nn,2.2576034e-05
char_ter,1.3027297e-05
char_men,1.1738782e-05
pos_nnp nnp jj nnp,0.0
pos_nnp nnp jj nnp nnp,0.0
pos_nnp nnp jj nn,0.0
char_| ,0.0
pos_nnp nnp nn jj nnp,0.0
pos_vbn in jj,0.0
pos_nnp nnp in dt,0.0
pos_vbn in nnp,0.0
pos_vbp dt jj,0.0
pos_vbp jj nn,0.0
pos_nnp nnp jj,0.0
pos_vbp jj nnp,0.0
pos_nnp nnp dt,0.0
pos_vbz jj nn,0.0
pos_nnp nnp cd nnp,0.0
pos_vbz jj nnp,0.0
pos_nnp nnp cc nnp nnp,0.0
pos_nnp nn nns,0.0
pos_nnp nn nnp nnp nnp,0.0
pos_nnp nn nnp nn,0.0
pos_nnp nn nn nnp nnp,0.0
pos_vbz nnp nnp,0.0
pos_vbg nn in,0.0
pos_nnp nn nn in,0.0
pos_vbg jj nn,0.0
pos_nnp to vb,0.0
pos_nns nnp nnp,0.0
pos_nnp nnp vbd cd,0.0
pos_nnp nnp vbg,0.0
pos_nnp nnp vbp,0.0
pos_nns md vb,0.0
pos_nns jj nnp,0.0
pos_nnp nns vbp,0.0
pos_nnp vbp jj,0.0
pos_nnp nnp nnp vbp,0.0
pos_nns in dt nn,0.0
pos_nns cd vb jj nnp,0.0
pos_nnp vbz dt,0.0
pos_nns cc jj,0.0
pos_nns cd vb jj,0.0
pos_nns cd vb,0.0
pos_nns cc nns,0.0
pos_nnp nnp nns,0.0
pos_nnp nnp nnp vbd,0.0
pos_vbg dt jj nn,0.0
pos_to vb in,0.0
pos_vbg dt jj,0.0
pos_nnp nnp nn vbz,0.0
pos_nnp nnp nnp cc nnp,0.0
pos_nnp nnp nnp in nnp,0.0
pos_nnp nnp nnp jj nn,0.0
pos_vb jj jj,0.0
pos_nnp nnp nnp jj nnp,0.0
pos_rb jj nns,0.0
pos_nns nnp nnp nnp,0.0
pos_nnp nnp nnp nn nnp,0.0
pos_nnp nnp nnp nnp cc,0.0
pos_rb jj nn,0.0
pos_prp vbz jj,0.0
pos_nnp nnp nnp nnp vbd,0.0
pos_nnp nnp nnp nnp vbz,0.0
pos_nns to vb,0.0
pos_vbd dt nn,0.0
pos_nn nns jj,0.0
pos_nnp nn cd,0.0
pos_cc nnp nn,0.0
pos_in vbg dt,0.0
pos_in vbg jj,0.0
pos_jj cc jj nn,0.0
pos_jj jj jj,0.0
pos_jj jj nn in,0.0
pos_jj jj nn nn,0.0
pos_jj jj nn nnp,0.0
pos_jj jj nnp nnp nnp,0.0
pos_jj jj nns,0.0
pos_jj nn in dt nn,0.0
pos_jj nn in nnp,0.0
pos_jj nn jj nnp,0.0
pos_nnp jj nns,0.0
pos_jj nn jj nnp nnp,0.0
pos_jj nn nn cc,0.0
pos_jj nn nn nn,0.0
pos_jj nn nnp nnp nnp,0.0
pos_jj nn prp,0.0
pos_jj nnp in,0.0
pos_jj nnp nn,0.0
pos_cc nn nns,0.0
pos_jj nnp nnp nn,0.0
pos_jj nnp nns,0.0
pos_jj nns in jj,0.0
pos_cc nnp nnp nnp,0.0
pos_in nns in,0.0
pos_in nnp nnp nnp nnp,0.0
pos_in nn nns,0.0
pos_cd nn jj,0.0
pos_cd nnp nnp nnp nnp,0.0
pos_cd vb jj nnp nnp,0.0
pos_dt jj jj,0.0
char_with,0.0
pos_dt jj nn cc,0.0
pos_dt jj nn in dt,0.0
pos_dt nn in dt nn,0.0
pos_dt nn in jj,0.0
pos_dt nn jj,0.0
pos_cd jj nnp,0.0
pos_dt nn vbz,0.0
pos_dt nnp nn,0.0
pos_dt nnp nnp nnp,0.0
pos_dt nnp nnp nnp nnp,0.0
pos_dt nns in,0.0
pos_in dt jj,0.0
pos_in dt nnp nnp,0.0
pos_in jj nn nn,0.0
pos_in jj nnp,0.0
pos_in jj nns,0.0
pos_in nn cc nn,0.0
pos_in nn jj,0.0
pos_jj nns in nn,0.0
pos_jj nns jj,0.0
pos_md rb vb,0.0
pos_nn nn nnp nnp,0.0
pos_nn nn prp,0.0
pos_nn nnp nnp nnp nn,0.0
pos_nn nns vbp,0.0
pos_nn prp vbz,0.0
pos_nn rb in,0.0
pos_nn vbg nn,0.0
pos_nn vbn in,0.0
pos_nn vbz cd,0.0
pos_nn vbz dt jj,0.0
pos_nn vbz dt jj nn,0.0
pos_nnp cc jj,0.0
pos_nnp cc nnp nn,0.0
pos_nnp cd nnp,0.0
pos_nnp cd nnp nnp,0.0
pos_cc dt nn,0.0
pos_nnp cd vb,0.0
pos_nnp cd vb jj,0.0
pos_nnp dt jj,0.0
pos_nnp dt nnp,0.0
pos_nnp in nn,0.0
pos_nnp in nnp nnp nnp,0.0
pos_nnp jj nn nn,0.0
pos_nnp jj nnp,0.0
pos_nn nn nns,0.0
pos_nn nn nn nn nn,0.0
pos_md vb jj,0.0
pos_nn nn nn nn,0.0
pos_nn cc dt,0.0
pos_nn cc jj nnp,0.0
pos_cc jj nnp,0.0
pos_nn cc jj nnp nnp,0.0
pos_nn cc nn nn,0.0
pos_nn cd vb,0.0
pos_nn dt jj,0.0
pos_nn dt nn,0.0
pos_nn in dt nnp,0.0
pos_nn in jj nns,0.0
pos_nn in nn cc,0.0
pos_nn in prp,0.0
pos_nn jj nn nn,0.0
pos_nn jj nn nnp,0.0
pos_nn jj nnp nn,0.0
pos_nn nn cc,0.0
pos_nn nn cc nn,0.0
pos_nn nn in jj,0.0
pos_nn nn in nn,0.0
pos_nn nn jj nnp,0.0
pos_nn nn jj nnp nnp,0.0
pos_nn nn nn,0.0
pos_nn nn nn jj,0.0
pos_dt jj jj nn,0.0
word_about what you,0.0
char_ut ,0.0
word_in the way,0.0
word_in recent years,0.0
word_in summary the,0.0
word_in terms of,0.0
word_in the air,0.0
word_in the context,0.0
word_in the context of,0.0
word_in the game,0.0
word_in the late,0.0
word_in the morning,0.0
word_in the past,0.0
word_in the same,0.0
word_in the uk,0.0
word_in the us,0.0
word_in the world,0.0
word_in front of,0.0
word_in this case,0.0
word_in way that,0.0
word_information about the,0.0
word_inspired by the,0.0
word_into living breathing,0.0
word_is based on,0.0
word_is complex and,0.0
word_is crucial for,0.0
word_is essential for,0.0
word_is known for,0.0
word_is not just,0.0
word_is often the,0.0
word_is one of,0.0
word_in real time,0.0
word_if you want to,0.0
word_most of the,0.0
word_if they are,0.0
word_here breakdown of its,0.0
word_here breakdown of the,0.0
word_here breakdown of what,0.0
word_here breakdown of why,0.0
word_here list of,0.0
word_here step by,0.0
word_here step by step,0.0
word_here the breakdown,0.0
word_here why it,0.0
word_how do we,0.0
word_how do you,0.0
word_how it works,0.0
word_how the business,0.0
word_if this card,0.0
word_if you want,0.0
word_if you are,0.0
word_if you can,0.0
word_if you don,0.0
word_if you have,0.0
word_if you like,0.0
word_if you like can,0.0
word_if you like help,0.0
word_if you like to,0.0
word_if you re interested,0.0
word_if you re interested in,0.0
word_if you re looking,0.0
word_if you re looking for,0.0
word_if you ve,0.0
word_is one of the,0.0
word_is part of,0.0
word_is the most,0.0
word_may not be,0.0
word_let me break down,0.0
word_let me know if,0.0
word_let me know what,0.0
word_let me know your,0.0
word_like me to,0.0
word_like you re,0.0
word_likely to be,0.0
word_ll do my,0.0
word_ll do my best,0.0
word_ll do my best to,0.0
word_ll help you,0.0
word_ll need to,0.0
word_located in the,0.0
word_me break down,0.0
word_it can be,0.0
word_me know if,0.0
word_me know if you,0.0
word_me know if you like,0.0
word_me know if you want,0.0
word_me know the,0.0
word_me know what,0.0
word_me know your,0.0
word_me to elaborate on any,0.0
word_me to help,0.0
word_me to help you,0.0
word_might be more,0.0
word_might not be,0.0
word_more likely to,0.0
word_let me break,0.0
word_let break it down,0.0
word_let break it,0.0
word_less likely to,0.0
word_it comes to,0.0
word_it could be,0.0
word_it does not,0.0
word_it important to,0.0
word_it is not,0.0
word_it is the,0.0
word_it might be,0.0
word_it okay to,0.0
word_it sounds like,0.0
word_it was the,0.0
word_it would be,0.0
word_just let me,0.0
word_just let me know,0.0
word_key characteristics of,0.0
word_key considerations for,0.0
word_know if you like,0.0
word_know if you need,0.0
word_know if you want,0.0
word_known as the,0.0
word_known for its,0.0
word_language models llms,0.0
word_large language models,0.0
word_large language models llms,0.0
word_league of legends,0.0
word_lens that generates,0.0
word_lens that generates full,0.0
word_lens that generates personalized,0.0
word_here breakdown of,0.0
word_here are the key,0.0
word_here are the,0.0
word_be prepared for,0.0
word_associated with the,0.0
word_at the end,0.0
word_at the same,0.0
word_at the same time,0.0
word_at the time,0.0
word_at the top,0.0
word_back to the,0.0
word_based on current,0.0
word_based on the,0.0
word_based on their,0.0
word_based on your,0.0
word_be able to,0.0
word_be happy to help you,0.0
word_be seen as,0.0
word_can give you,0.0
word_be used to,0.0
word_break down the,0.0
word_break it down,0.0
word_break this down,0.0
word_breakdown of how,0.0
word_breakdown of its,0.0
word_breakdown of the,0.0
word_breakdown of what,0.0
word_breakdown of why,0.0
word_but cannot actually,0.0
word_but cannot provide,0.0
word_by step guide,0.0
word_call to action,0.0
word_as part of,0.0
word_as of now,0.0
word_as of mid,0.0
word_as of 2025,0.0
word_allows you to,0.0
word_also known as,0.0
word_an overview of,0.0
word_and can be,0.0
word_and can tailor,0.0
word_and decision making,0.0
word_and easy to,0.0
word_and how to,0.0
word_and lack of,0.0
word_and long term,0.0
word_and the ability,0.0
word_and the ability to,0.0
word_and you re,0.0
word_any of these,0.0
word_any specific aspect,0.0
word_any specific aspect of,0.0
word_apologize but cannot actually,0.0
word_apologize but cannot provide,0.0
word_are based on,0.0
word_are designed to,0.0
word_are part of,0.0
word_are some key,0.0
word_are some of,0.0
word_are some of the,0.0
word_are the key,0.0
word_are the most,0.0
word_as of 2024,0.0
word_can be used,0.0
word_can help with,0.0
word_here are some of the,0.0
word_for your specific,0.0
word_even if it,0.0
word_even if the,0.0
word_feel free to,0.0
word_focus on the,0.0
word_focuses on the,0.0
word_focusing on the,0.0
word_for long term,0.0
word_for real time,0.0
word_for the first,0.0
word_for the most,0.0
word_for the most up,0.0
word_for the most up to,0.0
word_for the next,0.0
word_frac vec vec,0.0
word_can help you,0.0
word_go to the,0.0
word_goal is to,0.0
word_happy to help,0.0
word_happy to help you,0.0
word_have access to,0.0
word_help you create,0.0
word_help you find,0.0
word_help you understand,0.0
word_here an overview,0.0
word_here are few,0.0
word_here are several,0.0
word_here are some key,0.0
word_here are some of,0.0
word_especially in the,0.0
word_especially if you,0.0
word_end to end,0.0
word_end of the,0.0
word_can lead to,0.0
word_can vary depending,0.0
word_can vary depending on,0.0
word_cc by sa,0.0
word_coca cola cambodia,0.0
word_could lead to,0.0
word_could you please,0.0
word_create an ai,0.0
word_crucial role in,0.0
word_depending on the,0.0
word_depending on your,0.0
word_depends entirely on,0.0
word_depends on the,0.0
word_depends on your,0.0
word_design lens that,0.0
word_designed to be,0.0
word_do my best,0.0
word_do my best to,0.0
word_do you have,0.0
word_don have to,0.0
word_due to its,0.0
word_due to the,0.0
word_due to their,0.0
word_elaborate on any of,0.0
word_elaborate on any of these,0.0
word_elaborate on any specific,0.0
word_elaborate on any specific aspect,0.0
word_more than just,0.0
word_most up to,0.0
char_tor,0.0
word_why it great,0.0
word_what kind of,0.0
word_what to do,0.0
word_what would you,0.0
word_what you can,0.0
word_what you need,0.0
word_what you re,0.0
word_when it comes to,0.0
word_when with you,0.0
word_where you can,0.0
word_whether you re,0.0
word_why did the,0.0
word_why it cool,0.0
word_why it fits,0.0
word_why it matters,0.0
word_what is the,0.0
word_why it works,0.0
word_why this works,0.0
word_wide range of,0.0
word_with focus on,0.0
word_world war ii,0.0
word_would need to,0.0
word_would you be,0.0
word_would you like help,0.0
word_would you like me to,0.0
word_would you like to,0.0
word_you are not,0.0
word_you can do,0.0
word_you can find,0.0
word_what it is,0.0
word_what do you,0.0
word_most up to date,0.0
word_to focus on,0.0
word_this is often,0.0
word_this is the,0.0
word_this is the most,0.0
word_this is where,0.0
word_this refers to,0.0
word_to be direct,0.0
word_to be helpful,0.0
word_to date information,0.0
word_to elaborate on,0.0
word_to elaborate on any,0.0
word_to elaborate on any of,0.0
word_to elaborate on any specific,0.0
word_to find the,0.0
word_to help you,0.0
word_what are the,0.0
word_to help you with,0.0
word_to note that,0.0
word_to the same,0.0
word_to understand the,0.0
word_to your body,0.0
word_understanding of the,0.0
word_up to date,0.0
word_up to date information,0.0
word_vary depending on,0.0
word_vec frac vec,0.0
word_version of the,0.0
word_want to be,0.0
word_want to be direct,0.0
word_you can use,0.0
word_you don have,0.0
word_you don have to,0.0
char_ia,0.0
word_your specific needs,0.0
char_ ar,0.0
char_ en,0.0
char_ fr,0.0
char_ su,0.0
char_ te,0.0
char_ |,0.0
char_ble,0.0
char_ce ,0.0
char_ev,0.0
char_eve,0.0
char_gr,0.0
word_aim to be,0.0
char_ies,0.0
word_you like can,0.0
char_io,0.0
char_ion ,0.0
char_ir,0.0
char_iv,0.0
char_ive ,0.0
char_ki,0.0
char_lit,0.0
char_oo,0.0
char_ore,0.0
char_pre,0.0
char_s a,0.0
char_spe,0.0
char_ted,0.0
word_you want to,0.0
word_you ve got,0.0
word_you tell me,0.0
word_you re using,0.0
word_you like help,0.0
word_you like me,0.0
word_you like me to,0.0
word_you like me to elaborate,0.0
word_you like this,0.0
word_you like to,0.0
word_you like to explore,0.0
word_you ll need,0.0
word_you ll need to,0.0
word_you might be,0.0
word_you need to,0.0
word_you re asking about,0.0
word_you re describing,0.0
word_you re experiencing,0.0
word_you re feeling,0.0
word_you re in,0.0
word_you re interested,0.0
word_you re interested in,0.0
word_you re looking,0.0
word_you re looking for,0.0
word_you re not,0.0
word_you re not alone,0.0
word_you re referring,0.0
word_you re referring to,0.0
word_you re still,0.0
word_you re trying,0.0
word_you re trying to,0.0
word_this is crucial,0.0
word_this is complex,0.0
word_this is an,0.0
word_recommend checking the,0.0
word_out of the,0.0
word_overview of the,0.0
word_part of the,0.0
word_please note that,0.0
word_quality of life,0.0
word_re asking about,0.0
word_re interested in,0.0
word_re looking for,0.0
word_re not alone,0.0
word_re referring to,0.0
word_re trying to,0.0
word_ready to help,0.0
word_real time data,0.0
word_refers to the,0.0
word_that can be,0.0
word_side by side,0.0
word_since this is,0.0
word_some of the,0.0
word_some of the most,0.0
word_sounds like you,0.0
word_specific aspect of,0.0
word_start with the,0.0
word_step by step,0.0
word_step by step guide,0.0
word_summary of the,0.0
word_tab a7 lite,0.0
word_tailored to your,0.0
word_tell me what,0.0
word_or if you,0.0
word_one of these,0.0
word_one of the most,0.0
word_one of the,0.0
word_most up to date information,0.0
word_my best to,0.0
word_n_ text ph,0.0
word_natural language processing,0.0
word_nature of the,0.0
word_need to be,0.0
word_not just the,0.0
word_of mid 2025,0.0
word_of the best,0.0
word_of the key,0.0
word_of the most,0.0
word_of the people,0.0
word_of the same,0.0
word_of the universe,0.0
word_of the world,0.0
word_often the most,0.0
word_often used in,0.0
word_on any of,0.0
word_on any of these,0.0
word_on any specific,0.0
word_on any specific aspect,0.0
word_on any specific aspect of,0.0
word_on both sides,0.0
word_on the context,0.0
word_on the specific,0.0
word_on what you,0.0
word_on your specific,0.0
word_thank you for,0.0
word_that generates full,0.0
word_this could be,0.0
word_the risk of,0.0
word_the most recent,0.0
word_the most up,0.0
word_the most up to,0.0
word_the most up to date,0.0
word_the nature of,0.0
word_the need for,0.0
word_the number of,0.0
word_the potential for,0.0
word_the power of,0.0
word_the probability of,0.0
word_the process of,0.0
word_the rest of,0.0
word_the rise of,0.0
word_the role of,0.0
word_that generates personalized,0.0
word_the same time,0.0
word_the type of,0.0
word_the united states,0.0
word_the use of,0.0
word_the value of,0.0
word_there are no,0.0
word_there are several,0.0
word_there is no,0.0
word_there no single,0.0
word_they are not,0.0
word_think of it,0.0
word_this can be,0.0
word_this card is,0.0
word_the most important,0.0
word_the most effective,0.0
word_the most current,0.0
word_the most common,0.0
word_that you re,0.0
word_the ability to,0.0
word_the act of,0.0
word_the age of,0.0
word_the company page,0.0
word_the concept of,0.0
word_the context of,0.0
word_the cost of,0.0
word_the development of,0.0
word_the end of,0.0
word_the end of the,0.0
word_the federal reserve,0.0
word_the fire and,0.0
word_the first time,0.0
word_the gap between,0.0
word_the goal is,0.0
word_the heart of,0.0
word_the idea of,0.0
word_the idea that,0.0
word_the impact of,0.0
word_the importance of,0.0
word_the intersection of,0.0
word_the key is,0.0
word_the lack of,0.0
word_the long term,0.0
word_the loss of,0.0
word_the most accurate,0.0
pos_vbz rb jj,0.0
